curTime, newWaiters, rejected, lineSize
105, 31, 0, 31
106, 27, 0, 27
107, 24, 0, 24
108, 26, 0, 26
109, 22, 0, 22
110, 29, 0, 29
111, 22, 0, 22
112, 24, 0, 24
113, 21, 0, 21
114, 21, 0, 21
115, 22, 0, 22
116, 26, 0, 26
117, 24, 0, 24
118, 20, 0, 20
119, 32, 0, 32
120, 37, 0, 37
121, 37, 0, 37
122, 45, 0, 45
123, 50, 0, 50
124, 60, 0, 60
125, 55, 0, 61
126, 48, 0, 55
127, 43, 0, 44
128, 49, 0, 49
129, 43, 0, 43
130, 41, 0, 41
131, 40, 0, 40
132, 46, 0, 46
133, 40, 0, 40
134, 38, 0, 38
135, 49, 0, 49
136, 37, 0, 37
137, 50, 0, 50
138, 38, 0, 38
139, 49, 0, 49
140, 36, 0, 36
141, 56, 0, 56
142, 34, 0, 36
143, 45, 0, 45
144, 39, 0, 39
145, 40, 0, 40
146, 51, 0, 51
147, 49, 0, 49
148, 48, 0, 48
149, 58, 0, 58
150, 47, 0, 51
151, 50, 0, 50
152, 36, 0, 36
153, 38, 0, 38
154, 45, 0, 45
155, 36, 0, 36
156, 35, 0, 35
157, 39, 0, 39
158, 44, 0, 44
159, 51, 0, 51
160, 46, 0, 46
161, 50, 0, 50
162, 34, 0, 34
163, 38, 0, 38
164, 77, 0, 77
165, 39, 0, 62
166, 53, 0, 61
167, 37, 0, 44
168, 65, 0, 65
169, 35, 0, 46
170, 53, 0, 53
171, 35, 0, 35
172, 28, 0, 28
173, 55, 0, 55
174, 46, 0, 47
175, 39, 0, 39
176, 38, 0, 38
177, 43, 0, 43
178, 54, 0, 54
179, 51, 0, 51
180, 42, 0, 42
181, 46, 0, 46
182, 46, 0, 46
183, 44, 0, 44
184, 48, 0, 48
185, 37, 0, 37
186, 45, 0, 45
187, 50, 0, 50
188, 41, 0, 41
189, 62, 0, 62
190, 46, 0, 54
191, 53, 0, 53
192, 49, 0, 49
193, 47, 0, 47
194, 33, 0, 33
195, 49, 0, 49
196, 51, 0, 51
197, 55, 0, 55
198, 53, 0, 54
199, 51, 0, 51
200, 59, 0, 59
201, 49, 0, 54
202, 54, 0, 54
203, 60, 0, 60
204, 48, 0, 54
205, 45, 0, 45
206, 38, 0, 38
207, 51, 0, 51
208, 53, 0, 53
209, 36, 0, 36
210, 47, 0, 47
211, 40, 0, 40
212, 47, 0, 47
213, 40, 0, 40
214, 48, 0, 48
215, 42, 0, 42
216, 42, 0, 42
217, 40, 0, 40
218, 35, 0, 35
219, 47, 0, 47
220, 40, 0, 40
221, 47, 0, 47
222, 45, 0, 45
223, 58, 0, 58
224, 41, 0, 45
225, 46, 0, 46
226, 49, 0, 49
227, 37, 0, 37
228, 44, 0, 44
229, 46, 0, 46
230, 56, 0, 56
231, 44, 0, 46
232, 42, 0, 42
233, 52, 0, 52
234, 44, 0, 44
235, 28, 0, 28
236, 42, 0, 42
237, 47, 0, 47
238, 51, 0, 51
239, 40, 0, 40
240, 48, 0, 48
241, 45, 0, 45
242, 45, 0, 45
243, 41, 0, 41
244, 49, 0, 49
245, 39, 0, 39
246, 47, 0, 47
247, 34, 0, 34
248, 43, 0, 43
249, 48, 0, 48
250, 48, 0, 48
251, 47, 0, 47
252, 42, 0, 42
253, 39, 0, 39
254, 47, 0, 47
255, 47, 0, 47
256, 49, 0, 49
257, 42, 0, 42
258, 49, 0, 49
259, 39, 0, 39
260, 55, 0, 55
261, 48, 0, 49
262, 47, 0, 47
263, 41, 0, 41
264, 45, 0, 45
265, 36, 0, 36
266, 41, 0, 41
267, 53, 0, 53
268, 48, 0, 48
269, 36, 0, 36
270, 37, 0, 37
271, 42, 0, 42
272, 46, 0, 46
273, 46, 0, 46
274, 48, 0, 48
275, 41, 0, 41
276, 50, 0, 50
277, 41, 0, 41
278, 42, 0, 42
279, 39, 0, 39
280, 60, 0, 60
281, 28, 0, 34
282, 51, 0, 51
283, 42, 0, 42
284, 39, 0, 39
285, 44, 0, 44
286, 57, 0, 57
287, 55, 0, 58
288, 50, 0, 54
289, 48, 0, 48
290, 37, 0, 37
291, 48, 0, 48
292, 43, 0, 43
293, 50, 0, 50
294, 56, 0, 56
295, 54, 0, 56
296, 52, 0, 54
297, 39, 0, 39
298, 50, 0, 50
299, 46, 0, 46
300, 32, 0, 32
301, 43, 0, 43
302, 43, 0, 43
303, 42, 0, 42
304, 35, 0, 35
305, 36, 0, 36
306, 29, 0, 29
307, 31, 0, 31
308, 42, 0, 42
309, 35, 0, 35
310, 34, 0, 34
311, 41, 0, 41
312, 35, 0, 35
313, 32, 0, 32
314, 30, 0, 30
315, 38, 0, 38
316, 38, 0, 38
317, 29, 0, 29
318, 36, 0, 36
319, 35, 0, 35
320, 41, 0, 41
321, 38, 0, 38
322, 30, 0, 30
323, 30, 0, 30
324, 35, 0, 35
325, 28, 0, 28
326, 29, 0, 29
327, 33, 0, 33
328, 32, 0, 32
329, 44, 0, 44
330, 43, 0, 43
331, 37, 0, 37
332, 41, 0, 41
333, 40, 0, 40
334, 35, 0, 35
335, 32, 0, 32
336, 33, 0, 33
337, 37, 0, 37
338, 36, 0, 36
339, 31, 0, 31
340, 29, 0, 29
341, 27, 0, 27
342, 28, 0, 28
343, 37, 0, 37
344, 33, 0, 33
345, 32, 0, 32
346, 32, 0, 32
347, 27, 0, 27
348, 34, 0, 34
349, 44, 0, 44
350, 36, 0, 36
351, 31, 0, 31
352, 37, 0, 37
353, 39, 0, 39
354, 35, 0, 35
355, 29, 0, 29
356, 42, 0, 42
357, 37, 0, 37
358, 35, 0, 35
359, 30, 0, 30
360, 36, 0, 36
361, 34, 0, 34
362, 41, 0, 41
363, 33, 0, 33
364, 31, 0, 31
365, 32, 0, 32
366, 39, 0, 39
367, 37, 0, 37
368, 48, 0, 48
369, 32, 0, 32
370, 43, 0, 43
371, 29, 0, 29
372, 34, 0, 34
373, 21, 0, 21
374, 40, 0, 40
375, 39, 0, 39
376, 32, 0, 32
377, 28, 0, 28
378, 42, 0, 42
379, 38, 0, 38
380, 26, 0, 26
381, 34, 0, 34
382, 49, 0, 49
383, 38, 0, 38
384, 30, 0, 30
385, 34, 0, 34
386, 42, 0, 42
387, 27, 0, 27
388, 28, 0, 28
389, 33, 0, 33
390, 32, 0, 32
391, 37, 0, 37
392, 40, 0, 40
393, 28, 0, 28
394, 26, 0, 26
395, 26, 0, 26
396, 34, 0, 34
397, 40, 0, 40
398, 38, 0, 38
399, 34, 0, 34
400, 28, 0, 28
401, 36, 0, 36
402, 36, 0, 36
403, 35, 0, 35
404, 36, 0, 36
405, 33, 0, 33
406, 32, 0, 32
407, 42, 0, 42
408, 34, 0, 34
409, 29, 0, 29
410, 36, 0, 36
411, 35, 0, 35
412, 37, 0, 37
413, 36, 0, 36
414, 31, 0, 31
415, 41, 0, 41
416, 26, 0, 26
417, 27, 0, 27
418, 44, 0, 44
419, 29, 0, 29
420, 25, 0, 25
421, 21, 0, 21
422, 30, 0, 30
423, 22, 0, 22
424, 23, 0, 23
425, 31, 0, 31
426, 23, 0, 23
427, 29, 0, 29
428, 27, 0, 27
429, 16, 0, 16
430, 22, 0, 22
431, 29, 0, 29
432, 26, 0, 26
433, 30, 0, 30
434, 22, 0, 22
435, 21, 0, 21
436, 21, 0, 21
437, 26, 0, 26
438, 19, 0, 19
439, 27, 0, 27
440, 29, 0, 29
441, 28, 0, 28
442, 21, 0, 21
443, 24, 0, 24
444, 22, 0, 22
445, 24, 0, 24
446, 21, 0, 21
447, 23, 0, 23
448, 25, 0, 25
449, 20, 0, 20
450, 26, 0, 26
451, 15, 0, 15
452, 23, 0, 23
453, 23, 0, 23
454, 22, 0, 22
455, 28, 0, 28
456, 22, 0, 22
457, 27, 0, 27
458, 25, 0, 25
459, 32, 0, 32
460, 27, 0, 27
461, 29, 0, 29
462, 27, 0, 27
463, 22, 0, 22
464, 27, 0, 27
465, 13, 0, 13
466, 25, 0, 25
467, 30, 0, 30
468, 26, 0, 26
469, 27, 0, 27
470, 25, 0, 25
471, 24, 0, 24
472, 23, 0, 23
473, 28, 0, 28
474, 29, 0, 29
475, 27, 0, 27
476, 20, 0, 20
477, 16, 0, 16
478, 18, 0, 18
479, 27, 0, 27
480, 21, 0, 21
481, 26, 0, 26
482, 28, 0, 28
483, 26, 0, 26
484, 11, 0, 11
485, 13, 0, 13
486, 22, 0, 22
487, 22, 0, 22
488, 27, 0, 27
489, 30, 0, 30
490, 20, 0, 20
491, 23, 0, 23
492, 27, 0, 27
493, 31, 0, 31
494, 27, 0, 27
495, 22, 0, 22
496, 31, 0, 31
497, 21, 0, 21
498, 20, 0, 20
499, 25, 0, 25
500, 30, 0, 30
501, 27, 0, 27
502, 32, 0, 32
503, 21, 0, 21
504, 24, 0, 24
505, 28, 0, 28
506, 31, 0, 31
507, 25, 0, 25
508, 28, 0, 28
509, 33, 0, 33
510, 21, 0, 21
511, 32, 0, 32
512, 25, 0, 25
513, 33, 0, 33
514, 25, 0, 25
515, 25, 0, 25
516, 33, 0, 33
517, 29, 0, 29
518, 29, 0, 29
519, 26, 0, 26
520, 27, 0, 27
521, 39, 0, 39
522, 33, 0, 33
523, 23, 0, 23
524, 31, 0, 31
525, 26, 0, 26
526, 27, 0, 27
527, 28, 0, 28
528, 29, 0, 29
529, 29, 0, 29
530, 22, 0, 22
531, 26, 0, 26
532, 24, 0, 24
533, 20, 0, 20
534, 29, 0, 29
535, 31, 0, 31
536, 31, 0, 31
537, 27, 0, 27
538, 24, 0, 24
539, 26, 0, 26
540, 26, 0, 26
541, 27, 0, 27
542, 25, 0, 25
543, 20, 0, 20
544, 26, 0, 26
545, 16, 0, 16
546, 28, 0, 28
547, 25, 0, 25
548, 30, 0, 30
549, 25, 0, 25
550, 19, 0, 19
551, 25, 0, 25
552, 25, 0, 25
553, 17, 0, 17
554, 29, 0, 29
555, 23, 0, 23
556, 27, 0, 27
557, 24, 0, 24
558, 20, 0, 20
559, 24, 0, 24
560, 21, 0, 21
561, 24, 0, 24
562, 15, 0, 15
563, 28, 0, 28
564, 26, 0, 26
565, 29, 0, 29
566, 26, 0, 26
567, 24, 0, 24
568, 25, 0, 25
569, 39, 0, 39
570, 17, 0, 17
571, 18, 0, 18
572, 27, 0, 27
573, 26, 0, 26
574, 21, 0, 21
575, 21, 0, 21
576, 27, 0, 27
577, 32, 0, 32
578, 28, 0, 28
579, 24, 0, 24
580, 24, 0, 24
581, 30, 0, 30
582, 34, 0, 34
583, 33, 0, 33
584, 31, 0, 31
585, 29, 0, 29
586, 23, 0, 23
587, 25, 0, 25
588, 21, 0, 21
589, 25, 0, 25
590, 33, 0, 33
591, 24, 0, 24
592, 31, 0, 31
593, 35, 0, 35
594, 20, 0, 20
595, 24, 0, 24
596, 29, 0, 29
597, 29, 0, 29
598, 32, 0, 32
599, 22, 0, 22
