curTime, newWaiters, rejected, lineSize
105, 31, 0, 31
106, 27, 0, 27
107, 24, 0, 24
108, 26, 0, 26
109, 22, 0, 22
110, 29, 0, 29
111, 22, 0, 22
112, 24, 0, 24
113, 21, 0, 21
114, 21, 0, 21
115, 22, 0, 22
116, 26, 0, 26
117, 24, 0, 24
118, 20, 0, 20
119, 32, 0, 32
120, 37, 0, 37
121, 37, 0, 37
122, 45, 0, 45
123, 50, 0, 53
124, 60, 0, 71
125, 55, 0, 84
126, 48, 0, 90
127, 43, 0, 91
128, 49, 0, 98
129, 43, 0, 99
130, 41, 0, 98
131, 40, 0, 96
132, 46, 0, 100
133, 40, 0, 98
134, 38, 0, 94
135, 49, 0, 101
136, 37, 0, 96
137, 50, 0, 104
138, 38, 0, 100
139, 49, 0, 107
140, 36, 0, 101
141, 56, 0, 115
142, 34, 0, 107
143, 45, 0, 110
144, 39, 0, 107
145, 40, 0, 105
146, 51, 0, 114
147, 49, 0, 121
148, 48, 0, 127
149, 58, 0, 143
150, 47, 0, 148
151, 50, 0, 156
152, 36, 0, 150
153, 38, 0, 146
154, 45, 0, 149
155, 36, 0, 143
156, 35, 0, 136
157, 39, 0, 133
158, 44, 0, 135
159, 51, 0, 144
160, 46, 0, 148
161, 50, 0, 156
162, 34, 0, 148
163, 38, 0, 144
164, 77, 0, 179
165, 39, 0, 176
166, 53, 0, 187
167, 37, 0, 182
168, 65, 0, 205
169, 35, 0, 198
170, 53, 0, 209
171, 35, 0, 202
172, 28, 0, 188
173, 55, 0, 201
174, 46, 0, 205
175, 39, 0, 202
176, 38, 0, 198
177, 43, 0, 199
178, 54, 0, 211
179, 51, 0, 220
180, 42, 0, 220
181, 46, 0, 224
182, 46, 0, 228
183, 44, 0, 230
184, 48, 0, 236
185, 37, 0, 231
186, 45, 0, 234
187, 50, 0, 242
188, 41, 0, 241
189, 62, 0, 261
190, 46, 0, 265
191, 53, 0, 276
192, 49, 0, 283
193, 47, 0, 288
194, 33, 0, 279
195, 49, 0, 286
196, 51, 0, 295
197, 55, 0, 308
198, 53, 0, 319
199, 51, 0, 328
200, 59, 0, 345
201, 49, 0, 352
202, 54, 0, 364
203, 60, 0, 382
204, 48, 0, 388
205, 45, 0, 391
206, 38, 0, 387
207, 51, 0, 396
208, 53, 0, 407
209, 36, 0, 401
210, 47, 0, 406
211, 40, 0, 404
212, 47, 0, 409
213, 40, 0, 407
214, 48, 0, 413
215, 42, 0, 413
216, 42, 0, 413
217, 40, 0, 411
218, 35, 0, 404
219, 47, 0, 409
220, 40, 0, 407
221, 47, 0, 412
222, 45, 0, 415
223, 58, 0, 431
224, 41, 0, 430
225, 46, 0, 434
226, 49, 0, 441
227, 37, 0, 436
228, 44, 0, 438
229, 46, 0, 442
230, 56, 0, 456
231, 44, 0, 458
232, 42, 0, 458
233, 52, 0, 468
234, 44, 0, 470
235, 28, 0, 456
236, 42, 0, 456
237, 47, 0, 461
238, 51, 0, 470
239, 40, 0, 468
240, 48, 0, 474
241, 45, 0, 477
242, 45, 0, 480
243, 41, 0, 479
244, 49, 0, 486
245, 39, 0, 483
246, 47, 0, 488
247, 34, 0, 480
248, 43, 0, 481
249, 48, 0, 487
250, 48, 0, 493
251, 47, 0, 498
252, 42, 0, 498
253, 39, 0, 495
254, 47, 0, 500
255, 47, 0, 505
256, 49, 0, 512
257, 42, 0, 512
258, 49, 0, 519
259, 39, 0, 516
260, 55, 0, 529
261, 48, 0, 535
262, 47, 0, 540
263, 41, 0, 539
264, 45, 0, 542
265, 36, 0, 536
266, 41, 0, 535
267, 53, 0, 546
268, 48, 0, 552
269, 36, 0, 546
270, 37, 0, 541
271, 42, 0, 541
272, 46, 0, 545
273, 46, 0, 549
274, 48, 0, 555
275, 41, 0, 554
276, 50, 0, 562
277, 41, 0, 561
278, 42, 0, 561
279, 39, 0, 558
280, 60, 0, 576
281, 28, 0, 562
282, 51, 0, 571
283, 42, 0, 571
284, 39, 0, 568
285, 44, 0, 570
286, 57, 0, 585
287, 55, 0, 598
288, 50, 0, 606
289, 48, 0, 612
290, 37, 0, 607
291, 48, 0, 613
292, 43, 0, 614
293, 50, 0, 622
294, 56, 0, 636
295, 54, 0, 648
296, 52, 0, 658
297, 39, 0, 655
298, 50, 0, 663
299, 46, 0, 667
300, 32, 0, 657
301, 43, 0, 658
302, 43, 0, 659
303, 42, 0, 659
304, 35, 0, 652
305, 36, 0, 646
306, 29, 0, 633
307, 31, 0, 622
308, 42, 0, 622
309, 35, 0, 615
310, 34, 0, 607
311, 41, 0, 606
312, 35, 0, 599
313, 32, 0, 589
314, 30, 0, 577
315, 38, 0, 573
316, 38, 0, 569
317, 29, 0, 556
318, 36, 0, 550
319, 35, 0, 543
320, 41, 0, 542
321, 38, 0, 538
322, 30, 0, 526
323, 30, 0, 514
324, 35, 0, 507
325, 28, 0, 493
326, 29, 0, 480
327, 33, 0, 471
328, 32, 0, 461
329, 44, 0, 463
330, 43, 0, 464
331, 37, 0, 459
332, 41, 0, 458
333, 40, 0, 456
334, 35, 0, 449
335, 32, 0, 439
336, 33, 0, 430
337, 37, 0, 425
338, 36, 0, 419
339, 31, 0, 408
340, 29, 0, 395
341, 27, 0, 380
342, 28, 0, 366
343, 37, 0, 361
344, 33, 0, 352
345, 32, 0, 342
346, 32, 0, 332
347, 27, 0, 317
348, 34, 0, 309
349, 44, 0, 311
350, 36, 0, 305
351, 31, 0, 294
352, 37, 0, 289
353, 39, 0, 286
354, 35, 0, 279
355, 29, 0, 266
356, 42, 0, 266
357, 37, 0, 261
358, 35, 0, 254
359, 30, 0, 242
360, 36, 0, 236
361, 34, 0, 228
362, 41, 0, 227
363, 33, 0, 218
364, 31, 0, 207
365, 32, 0, 197
366, 39, 0, 194
367, 37, 0, 189
368, 48, 0, 195
369, 32, 0, 185
370, 43, 0, 186
371, 29, 0, 173
372, 34, 0, 165
373, 21, 0, 144
374, 40, 0, 142
375, 39, 0, 139
376, 32, 0, 129
377, 28, 0, 115
378, 42, 0, 115
379, 38, 0, 111
380, 26, 0, 95
381, 34, 0, 87
382, 49, 0, 94
383, 38, 0, 90
384, 30, 0, 78
385, 34, 0, 70
386, 42, 0, 70
387, 27, 0, 55
388, 28, 0, 41
389, 33, 0, 33
390, 32, 0, 32
391, 37, 0, 37
392, 40, 0, 40
393, 28, 0, 28
394, 26, 0, 26
395, 26, 0, 26
396, 34, 0, 34
397, 40, 0, 40
398, 38, 0, 38
399, 34, 0, 34
400, 28, 0, 28
401, 36, 0, 36
402, 36, 0, 36
403, 35, 0, 35
404, 36, 0, 36
405, 33, 0, 33
406, 32, 0, 32
407, 42, 0, 42
408, 34, 0, 34
409, 29, 0, 29
410, 36, 0, 36
411, 35, 0, 35
412, 37, 0, 37
413, 36, 0, 36
414, 31, 0, 31
415, 41, 0, 41
416, 26, 0, 26
417, 27, 0, 27
418, 44, 0, 44
419, 29, 0, 31
420, 25, 0, 25
421, 21, 0, 21
422, 30, 0, 30
423, 22, 0, 22
424, 23, 0, 23
425, 31, 0, 31
426, 23, 0, 23
427, 29, 0, 29
428, 27, 0, 27
429, 16, 0, 16
430, 22, 0, 22
431, 29, 0, 29
432, 26, 0, 26
433, 30, 0, 30
434, 22, 0, 22
435, 21, 0, 21
436, 21, 0, 21
437, 26, 0, 26
438, 19, 0, 19
439, 27, 0, 27
440, 29, 0, 29
441, 28, 0, 28
442, 21, 0, 21
443, 24, 0, 24
444, 22, 0, 22
445, 24, 0, 24
446, 21, 0, 21
447, 23, 0, 23
448, 25, 0, 25
449, 20, 0, 20
450, 26, 0, 26
451, 15, 0, 15
452, 23, 0, 23
453, 23, 0, 23
454, 22, 0, 22
455, 28, 0, 28
456, 22, 0, 22
457, 27, 0, 27
458, 25, 0, 25
459, 32, 0, 32
460, 27, 0, 27
461, 29, 0, 29
462, 27, 0, 27
463, 22, 0, 22
464, 27, 0, 27
465, 13, 0, 13
466, 25, 0, 25
467, 30, 0, 30
468, 26, 0, 26
469, 27, 0, 27
470, 25, 0, 25
471, 24, 0, 24
472, 23, 0, 23
473, 28, 0, 28
474, 29, 0, 29
475, 27, 0, 27
476, 20, 0, 20
477, 16, 0, 16
478, 18, 0, 18
479, 27, 0, 27
480, 21, 0, 21
481, 26, 0, 26
482, 28, 0, 28
483, 26, 0, 26
484, 11, 0, 11
485, 13, 0, 13
486, 22, 0, 22
487, 22, 0, 22
488, 27, 0, 27
489, 30, 0, 30
490, 20, 0, 20
491, 23, 0, 23
492, 27, 0, 27
493, 31, 0, 31
494, 27, 0, 27
495, 22, 0, 22
496, 31, 0, 31
497, 21, 0, 21
498, 20, 0, 20
499, 25, 0, 25
500, 30, 0, 30
501, 27, 0, 27
502, 32, 0, 32
503, 21, 0, 21
504, 24, 0, 24
505, 28, 0, 28
506, 31, 0, 31
507, 25, 0, 25
508, 28, 0, 28
509, 33, 0, 33
510, 21, 0, 21
511, 32, 0, 32
512, 25, 0, 25
513, 33, 0, 33
514, 25, 0, 25
515, 25, 0, 25
516, 33, 0, 33
517, 29, 0, 29
518, 29, 0, 29
519, 26, 0, 26
520, 27, 0, 27
521, 39, 0, 39
522, 33, 0, 33
523, 23, 0, 23
524, 31, 0, 31
525, 26, 0, 26
526, 27, 0, 27
527, 28, 0, 28
528, 29, 0, 29
529, 29, 0, 29
530, 22, 0, 22
531, 26, 0, 26
532, 24, 0, 24
533, 20, 0, 20
534, 29, 0, 29
535, 31, 0, 31
536, 31, 0, 31
537, 27, 0, 27
538, 24, 0, 24
539, 26, 0, 26
540, 26, 0, 26
541, 27, 0, 27
542, 25, 0, 25
543, 20, 0, 20
544, 26, 0, 26
545, 16, 0, 16
546, 28, 0, 28
547, 25, 0, 25
548, 30, 0, 30
549, 25, 0, 25
550, 19, 0, 19
551, 25, 0, 25
552, 25, 0, 25
553, 17, 0, 17
554, 29, 0, 29
555, 23, 0, 23
556, 27, 0, 27
557, 24, 0, 24
558, 20, 0, 20
559, 24, 0, 24
560, 21, 0, 21
561, 24, 0, 24
562, 15, 0, 15
563, 28, 0, 28
564, 26, 0, 26
565, 29, 0, 29
566, 26, 0, 26
567, 24, 0, 24
568, 25, 0, 25
569, 39, 0, 39
570, 17, 0, 17
571, 18, 0, 18
572, 27, 0, 27
573, 26, 0, 26
574, 21, 0, 21
575, 21, 0, 21
576, 27, 0, 27
577, 32, 0, 32
578, 28, 0, 28
579, 24, 0, 24
580, 24, 0, 24
581, 30, 0, 30
582, 34, 0, 34
583, 33, 0, 33
584, 31, 0, 31
585, 29, 0, 29
586, 23, 0, 23
587, 25, 0, 25
588, 21, 0, 21
589, 25, 0, 25
590, 33, 0, 33
591, 24, 0, 24
592, 31, 0, 31
593, 35, 0, 35
594, 20, 0, 20
595, 24, 0, 24
596, 29, 0, 29
597, 29, 0, 29
598, 32, 0, 32
