curTime, newWaiters, rejected, lineSize
105, 31, 0, 31
106, 27, 0, 27
107, 24, 0, 24
108, 26, 0, 26
109, 22, 0, 22
110, 29, 0, 29
111, 22, 0, 22
112, 24, 0, 24
113, 21, 0, 21
114, 21, 0, 21
115, 22, 0, 22
116, 26, 0, 26
117, 24, 0, 24
118, 20, 0, 20
119, 32, 0, 32
120, 37, 0, 37
121, 37, 0, 38
122, 45, 0, 47
123, 50, 0, 61
124, 60, 0, 85
125, 55, 0, 104
126, 48, 0, 116
127, 43, 0, 123
128, 49, 0, 136
129, 43, 0, 143
130, 41, 0, 148
131, 40, 0, 152
132, 46, 0, 162
133, 40, 0, 166
134, 38, 0, 168
135, 49, 0, 181
136, 37, 0, 182
137, 50, 0, 196
138, 38, 0, 198
139, 49, 0, 211
140, 36, 0, 211
141, 56, 0, 231
142, 34, 0, 229
143, 45, 0, 238
144, 39, 0, 241
145, 40, 0, 245
146, 51, 0, 260
147, 49, 0, 273
148, 48, 0, 285
149, 58, 0, 307
150, 47, 0, 318
151, 50, 0, 332
152, 36, 0, 332
153, 38, 0, 334
154, 45, 0, 343
155, 36, 0, 343
156, 35, 0, 342
157, 39, 0, 345
158, 44, 0, 353
159, 51, 0, 368
160, 46, 0, 378
161, 50, 0, 392
162, 34, 0, 390
163, 38, 0, 392
164, 77, 0, 433
165, 39, 0, 436
166, 53, 0, 453
167, 37, 0, 454
168, 65, 0, 483
169, 35, 0, 482
170, 53, 0, 499
171, 35, 0, 498
172, 28, 0, 490
173, 55, 0, 509
174, 46, 0, 519
175, 39, 0, 522
176, 38, 0, 524
177, 43, 0, 531
178, 54, 0, 549
179, 51, 0, 564
180, 42, 0, 570
181, 46, 0, 580
182, 46, 0, 590
183, 44, 0, 598
184, 48, 0, 610
185, 37, 0, 611
186, 45, 0, 620
187, 50, 0, 634
188, 41, 0, 639
189, 62, 0, 665
190, 46, 0, 675
191, 53, 0, 692
192, 49, 0, 705
193, 47, 0, 716
194, 33, 0, 713
195, 49, 0, 726
196, 51, 0, 741
197, 55, 0, 760
198, 53, 0, 777
199, 51, 0, 792
200, 59, 15, 800
201, 49, 13, 800
202, 54, 18, 800
203, 60, 24, 800
204, 48, 12, 800
205, 45, 9, 800
206, 38, 2, 800
207, 51, 15, 800
208, 53, 17, 800
209, 36, 0, 800
210, 47, 11, 800
211, 40, 4, 800
212, 47, 11, 800
213, 40, 4, 800
214, 48, 12, 800
215, 42, 6, 800
216, 42, 6, 800
217, 40, 4, 800
218, 35, 0, 799
219, 47, 10, 800
220, 40, 4, 800
221, 47, 11, 800
222, 45, 9, 800
223, 58, 22, 800
224, 41, 5, 800
225, 46, 10, 800
226, 49, 13, 800
227, 37, 1, 800
228, 44, 8, 800
229, 46, 10, 800
230, 56, 20, 800
231, 44, 8, 800
232, 42, 6, 800
233, 52, 16, 800
234, 44, 8, 800
235, 28, 0, 792
236, 42, 0, 798
237, 47, 9, 800
238, 51, 15, 800
239, 40, 4, 800
240, 48, 12, 800
241, 45, 9, 800
242, 45, 9, 800
243, 41, 5, 800
244, 49, 13, 800
245, 39, 3, 800
246, 47, 11, 800
247, 34, 0, 798
248, 43, 5, 800
249, 48, 12, 800
250, 48, 12, 800
251, 47, 11, 800
252, 42, 6, 800
253, 39, 3, 800
254, 47, 11, 800
255, 47, 11, 800
256, 49, 13, 800
257, 42, 6, 800
258, 49, 13, 800
259, 39, 3, 800
260, 55, 19, 800
261, 48, 12, 800
262, 47, 11, 800
263, 41, 5, 800
264, 45, 9, 800
265, 36, 0, 800
266, 41, 5, 800
267, 53, 17, 800
268, 48, 12, 800
269, 36, 0, 800
270, 37, 1, 800
271, 42, 6, 800
272, 46, 10, 800
273, 46, 10, 800
274, 48, 12, 800
275, 41, 5, 800
276, 50, 14, 800
277, 41, 5, 800
278, 42, 6, 800
279, 39, 3, 800
280, 60, 24, 800
281, 28, 0, 792
282, 51, 7, 800
283, 42, 6, 800
284, 39, 3, 800
285, 44, 8, 800
286, 57, 21, 800
287, 55, 19, 800
288, 50, 14, 800
289, 48, 12, 800
290, 37, 1, 800
291, 48, 12, 800
292, 43, 7, 800
293, 50, 14, 800
294, 56, 20, 800
295, 54, 18, 800
296, 52, 16, 800
297, 39, 3, 800
298, 50, 14, 800
299, 46, 10, 800
300, 32, 0, 796
301, 43, 3, 800
302, 43, 7, 800
303, 42, 6, 800
304, 35, 0, 799
305, 36, 0, 799
306, 29, 0, 792
307, 31, 0, 787
308, 42, 0, 793
309, 35, 0, 792
310, 34, 0, 790
311, 41, 0, 795
312, 35, 0, 794
313, 32, 0, 790
314, 30, 0, 784
315, 38, 0, 786
316, 38, 0, 788
317, 29, 0, 781
318, 36, 0, 781
319, 35, 0, 780
320, 41, 0, 785
321, 38, 0, 787
322, 30, 0, 781
323, 30, 0, 775
324, 35, 0, 774
325, 28, 0, 766
326, 29, 0, 759
327, 33, 0, 756
328, 32, 0, 752
329, 44, 0, 760
330, 43, 0, 767
331, 37, 0, 768
332, 41, 0, 773
333, 40, 0, 777
334, 35, 0, 776
335, 32, 0, 772
336, 33, 0, 769
337, 37, 0, 770
338, 36, 0, 770
339, 31, 0, 765
340, 29, 0, 758
341, 27, 0, 749
342, 28, 0, 741
343, 37, 0, 742
344, 33, 0, 739
345, 32, 0, 735
346, 32, 0, 731
347, 27, 0, 722
348, 34, 0, 720
349, 44, 0, 728
350, 36, 0, 728
351, 31, 0, 723
352, 37, 0, 724
353, 39, 0, 727
354, 35, 0, 726
355, 29, 0, 719
356, 42, 0, 725
357, 37, 0, 726
358, 35, 0, 725
359, 30, 0, 719
360, 36, 0, 719
361, 34, 0, 717
362, 41, 0, 722
363, 33, 0, 719
364, 31, 0, 714
365, 32, 0, 710
366, 39, 0, 713
367, 37, 0, 714
368, 48, 0, 726
369, 32, 0, 722
370, 43, 0, 729
371, 29, 0, 722
372, 34, 0, 720
373, 21, 0, 705
374, 40, 0, 709
375, 39, 0, 712
376, 32, 0, 708
377, 28, 0, 700
378, 42, 0, 706
379, 38, 0, 708
380, 26, 0, 698
381, 34, 0, 696
382, 49, 0, 709
383, 38, 0, 711
384, 30, 0, 705
385, 34, 0, 703
386, 42, 0, 709
387, 27, 0, 700
388, 28, 0, 692
389, 33, 0, 689
390, 32, 0, 685
391, 37, 0, 686
392, 40, 0, 690
393, 28, 0, 682
394, 26, 0, 672
395, 26, 0, 662
396, 34, 0, 660
397, 40, 0, 664
398, 38, 0, 666
399, 34, 0, 664
400, 28, 0, 656
401, 36, 0, 656
402, 36, 0, 656
403, 35, 0, 655
404, 36, 0, 655
405, 33, 0, 652
406, 32, 0, 648
407, 42, 0, 654
408, 34, 0, 652
409, 29, 0, 645
410, 36, 0, 645
411, 35, 0, 644
412, 37, 0, 645
413, 36, 0, 645
414, 31, 0, 640
415, 41, 0, 645
416, 26, 0, 635
417, 27, 0, 626
418, 44, 0, 634
419, 29, 0, 627
420, 25, 0, 616
421, 21, 0, 601
422, 30, 0, 595
423, 22, 0, 581
424, 23, 0, 568
425, 31, 0, 563
426, 23, 0, 550
427, 29, 0, 543
428, 27, 0, 534
429, 16, 0, 514
430, 22, 0, 500
431, 29, 0, 493
432, 26, 0, 483
433, 30, 0, 477
434, 22, 0, 463
435, 21, 0, 448
436, 21, 0, 433
437, 26, 0, 423
438, 19, 0, 406
439, 27, 0, 397
440, 29, 0, 390
441, 28, 0, 382
442, 21, 0, 367
443, 24, 0, 355
444, 22, 0, 341
445, 24, 0, 329
446, 21, 0, 314
447, 23, 0, 301
448, 25, 0, 290
449, 20, 0, 274
450, 26, 0, 264
451, 15, 0, 243
452, 23, 0, 230
453, 23, 0, 217
454, 22, 0, 203
455, 28, 0, 195
456, 22, 0, 181
457, 27, 0, 172
458, 25, 0, 161
459, 32, 0, 157
460, 27, 0, 148
461, 29, 0, 141
462, 27, 0, 132
463, 22, 0, 118
464, 27, 0, 109
465, 13, 0, 86
466, 25, 0, 75
467, 30, 0, 69
468, 26, 0, 59
469, 27, 0, 50
470, 25, 0, 39
471, 24, 0, 27
472, 23, 0, 23
473, 28, 0, 28
474, 29, 0, 29
475, 27, 0, 27
476, 20, 0, 20
477, 16, 0, 16
478, 18, 0, 18
479, 27, 0, 27
480, 21, 0, 21
481, 26, 0, 26
482, 28, 0, 28
483, 26, 0, 26
484, 11, 0, 11
485, 13, 0, 13
486, 22, 0, 22
487, 22, 0, 22
488, 27, 0, 27
489, 30, 0, 30
490, 20, 0, 20
491, 23, 0, 23
492, 27, 0, 27
493, 31, 0, 31
494, 27, 0, 27
495, 22, 0, 22
496, 31, 0, 31
497, 21, 0, 21
498, 20, 0, 20
499, 25, 0, 25
500, 30, 0, 30
501, 27, 0, 27
502, 32, 0, 32
503, 21, 0, 21
504, 24, 0, 24
505, 28, 0, 28
506, 31, 0, 31
507, 25, 0, 25
508, 28, 0, 28
509, 33, 0, 33
510, 21, 0, 21
511, 32, 0, 32
512, 25, 0, 25
513, 33, 0, 33
514, 25, 0, 25
515, 25, 0, 25
516, 33, 0, 33
517, 29, 0, 29
518, 29, 0, 29
519, 26, 0, 26
520, 27, 0, 27
521, 39, 0, 39
522, 33, 0, 36
523, 23, 0, 23
524, 31, 0, 31
525, 26, 0, 26
526, 27, 0, 27
527, 28, 0, 28
528, 29, 0, 29
529, 29, 0, 29
530, 22, 0, 22
531, 26, 0, 26
532, 24, 0, 24
533, 20, 0, 20
534, 29, 0, 29
535, 31, 0, 31
536, 31, 0, 31
537, 27, 0, 27
538, 24, 0, 24
539, 26, 0, 26
540, 26, 0, 26
541, 27, 0, 27
542, 25, 0, 25
543, 20, 0, 20
544, 26, 0, 26
545, 16, 0, 16
546, 28, 0, 28
547, 25, 0, 25
548, 30, 0, 30
549, 25, 0, 25
550, 19, 0, 19
551, 25, 0, 25
552, 25, 0, 25
553, 17, 0, 17
554, 29, 0, 29
555, 23, 0, 23
556, 27, 0, 27
557, 24, 0, 24
558, 20, 0, 20
559, 24, 0, 24
560, 21, 0, 21
561, 24, 0, 24
562, 15, 0, 15
563, 28, 0, 28
564, 26, 0, 26
565, 29, 0, 29
566, 26, 0, 26
567, 24, 0, 24
568, 25, 0, 25
569, 39, 0, 39
570, 17, 0, 20
571, 18, 0, 18
572, 27, 0, 27
573, 26, 0, 26
574, 21, 0, 21
575, 21, 0, 21
576, 27, 0, 27
577, 32, 0, 32
578, 28, 0, 28
579, 24, 0, 24
580, 24, 0, 24
581, 30, 0, 30
582, 34, 0, 34
583, 33, 0, 33
584, 31, 0, 31
585, 29, 0, 29
586, 23, 0, 23
587, 25, 0, 25
588, 21, 0, 21
589, 25, 0, 25
590, 33, 0, 33
591, 24, 0, 24
592, 31, 0, 31
593, 35, 0, 35
594, 20, 0, 20
595, 24, 0, 24
596, 29, 0, 29
597, 29, 0, 29
598, 32, 0, 32
599, 22, 0, 22
